Relationship, Support, Confidence, Lift
"{'12305', '88631', '24746'}' -> '{'7190', '51657'}", 0.021147, 0.925532, 37.699389
"{'7190', '12305', '88631', '51657'}' -> '{'24746'}", 0.021147, 0.956044, 37.818893
"{'7190', '12305', '51657', '24746'}' -> '{'88631'}", 0.021147, 0.945652, 38.141304
"{'7190', '88631', '51657', '24746'}' -> '{'12305'}", 0.021147, 0.966667, 25.823810
"{'12305', '88631', '51657', '24746'}' -> '{'7190'}", 0.021147, 0.956044, 37.458713
"{'7190', '12305', '88631', '24746'}' -> '{'51657'}", 0.021147, 0.966667, 37.166978
"{'51657'}' -> '{'95398', '7190', '12305', '88631', '24746'}", 0.020661, 0.794393, 37.137850
"{'95398'}' -> '{'51657', '7190', '12305', '88631', '24746'}", 0.020661, 0.779817, 36.875461
"{'7190'}' -> '{'51657', '95398', '12305', '88631', '24746'}", 0.020661, 0.809524, 37.420011
"{'12305'}' -> '{'51657', '95398', '7190', '88631', '24746'}", 0.020661, 0.551948, 25.803571
"{'88631'}' -> '{'51657', '95398', '7190', '12305', '24746'}", 0.020661, 0.833333, 38.092593
"{'24746'}' -> '{'51657', '95398', '7190', '12305', '88631'}", 0.020661, 0.817308, 37.779818
"{'95398', '51657'}' -> '{'7190', '12305', '88631', '24746'}", 0.020661, 0.809524, 37.004233
"{'7190', '51657'}' -> '{'12305', '88631', '95398', '24746'}", 0.020661, 0.841584, 37.633448
"{'12305', '51657'}' -> '{'7190', '88631', '95398', '24746'}", 0.020661, 0.817308, 36.949493
"{'88631', '51657'}' -> '{'7190', '12305', '95398', '24746'}", 0.020661, 0.867347, 38.368444
"{'51657', '24746'}' -> '{'7190', '12305', '88631', '95398'}", 0.020661, 0.841584, 37.633448
"{'7190', '95398'}' -> '{'12305', '88631', '51657', '24746'}", 0.020661, 0.833333, 37.673993
"{'12305', '95398'}' -> '{'7190', '88631', '51657', '24746'}", 0.020661, 0.801887, 36.655136
"{'88631', '95398'}' -> '{'7190', '12305', '51657', '24746'}", 0.020661, 0.858586, 38.393720
"{'95398', '24746'}' -> '{'7190', '12305', '88631', '51657'}", 0.020661, 0.833333, 37.673993
"{'7190', '12305'}' -> '{'95398', '88631', '51657', '24746'}", 0.020661, 0.833333, 37.264493
"{'7190', '88631'}' -> '{'12305', '95398', '51657', '24746'}", 0.020661, 0.867347, 37.169430
"{'7190', '24746'}' -> '{'12305', '95398', '88631', '51657'}", 0.020661, 0.867347, 38.368444
"{'12305', '88631'}' -> '{'7190', '95398', '51657', '24746'}", 0.020661, 0.858586, 37.980884
"{'12305', '24746'}' -> '{'7190', '95398', '88631', '51657'}", 0.020661, 0.841584, 37.633448
"{'88631', '24746'}' -> '{'7190', '12305', '95398', '51657'}", 0.020661, 0.876289, 37.552620
"{'7190', '95398', '51657'}' -> '{'12305', '88631', '24746'}", 0.020661, 0.858586, 37.576832
"{'12305', '95398', '51657'}' -> '{'7190', '88631', '24746'}", 0.020661, 0.833333, 36.863799
"{'95398', '88631', '51657'}' -> '{'7190', '12305', '24746'}", 0.020661, 0.885417, 38.343202
"{'95398', '51657', '24746'}' -> '{'7190', '12305', '88631'}", 0.020661, 0.858586, 37.181287
"{'7190', '12305', '51657'}' -> '{'88631', '95398', '24746'}", 0.020661, 0.867347, 37.560687
"{'7190', '88631', '51657'}' -> '{'12305', '95398', '24746'}", 0.020661, 0.904255, 37.576832
"{'7190', '51657', '24746'}' -> '{'12305', '88631', '95398'}", 0.020661, 0.894737, 38.343202
"{'12305', '88631', '51657'}' -> '{'7190', '95398', '24746'}", 0.020661, 0.894737, 38.343202
"{'12305', '51657', '24746'}' -> '{'7190', '88631', '95398'}", 0.020661, 0.867347, 37.560687
"{'88631', '51657', '24746'}' -> '{'7190', '12305', '95398'}", 0.020661, 0.904255, 37.576832
"{'7190', '12305', '95398'}' -> '{'88631', '51657', '24746'}", 0.020661, 0.858586, 37.576832
"{'7190', '88631', '95398'}' -> '{'12305', '51657', '24746'}", 0.020661, 0.894737, 37.560687
"{'7190', '95398', '24746'}' -> '{'12305', '88631', '51657'}", 0.020661, 0.885417, 38.343202
"{'12305', '88631', '95398'}' -> '{'7190', '51657', '24746'}", 0.020661, 0.885417, 38.343202
"{'12305', '95398', '24746'}' -> '{'7190', '88631', '51657'}", 0.020661, 0.858586, 37.576832
"{'88631', '95398', '24746'}' -> '{'7190', '12305', '51657'}", 0.020661, 0.894737, 37.560687
"{'7190', '12305', '88631'}' -> '{'95398', '51657', '24746'}", 0.020661, 0.894737, 37.181287
"{'7190', '12305', '24746'}' -> '{'95398', '88631', '51657'}", 0.020661, 0.894737, 38.343202
"{'7190', '88631', '24746'}' -> '{'12305', '95398', '51657'}", 0.020661, 0.913978, 36.863799
"{'12305', '88631', '24746'}' -> '{'7190', '95398', '51657'}", 0.020661, 0.904255, 37.576832
"{'7190', '12305', '95398', '51657'}' -> '{'88631', '24746'}", 0.020661, 0.885417, 37.552620
"{'7190', '95398', '88631', '51657'}' -> '{'12305', '24746'}", 0.020661, 0.923913, 37.633448
"{'7190', '95398', '51657', '24746'}' -> '{'12305', '88631'}", 0.020661, 0.913978, 37.980884
"{'12305', '95398', '88631', '51657'}' -> '{'7190', '24746'}", 0.020661, 0.913978, 38.368444
"{'12305', '95398', '51657', '24746'}' -> '{'7190', '88631'}", 0.020661, 0.885417, 37.169430
"{'95398', '88631', '51657', '24746'}' -> '{'7190', '12305'}", 0.020661, 0.923913, 37.264493
"{'7190', '12305', '88631', '51657'}' -> '{'95398', '24746'}", 0.020661, 0.934066, 37.673993
"{'7190', '12305', '51657', '24746'}' -> '{'88631', '95398'}", 0.020661, 0.923913, 38.393720
"{'7190', '88631', '51657', '24746'}' -> '{'12305', '95398'}", 0.020661, 0.944444, 36.655136
"{'12305', '88631', '51657', '24746'}' -> '{'7190', '95398'}", 0.020661, 0.934066, 37.673993
"{'7190', '12305', '88631', '95398'}' -> '{'51657', '24746'}", 0.020661, 0.923913, 37.633448
"{'7190', '12305', '95398', '24746'}' -> '{'88631', '51657'}", 0.020661, 0.913978, 38.368444
"{'7190', '88631', '95398', '24746'}' -> '{'12305', '51657'}", 0.020661, 0.934066, 36.949493
"{'12305', '88631', '95398', '24746'}' -> '{'7190', '51657'}", 0.020661, 0.923913, 37.633448
"{'7190', '12305', '88631', '24746'}' -> '{'95398', '51657'}", 0.020661, 0.944444, 37.004233
"{'95398', '51657', '7190', '12305', '88631'}' -> '{'24746'}", 0.020661, 0.955056, 37.779818
"{'95398', '51657', '7190', '12305', '24746'}' -> '{'88631'}", 0.020661, 0.944444, 38.092593
"{'95398', '51657', '7190', '88631', '24746'}' -> '{'12305'}", 0.020661, 0.965909, 25.803571
"{'95398', '51657', '12305', '88631', '24746'}' -> '{'7190'}", 0.020661, 0.955056, 37.420011
"{'51657', '7190', '12305', '88631', '24746'}' -> '{'95398'}", 0.020661, 0.977011, 36.875461
"{'95398', '7190', '12305', '88631', '24746'}' -> '{'51657'}", 0.020661, 0.965909, 37.137850
"{'95398'}' -> '{'7190', '12305', '88631', '24746'}", 0.021390, 0.807339, 36.904383
"{'7190'}' -> '{'12305', '88631', '95398', '24746'}", 0.021390, 0.838095, 37.477433
"{'12305'}' -> '{'7190', '88631', '95398', '24746'}", 0.021390, 0.571429, 25.833595
"{'88631'}' -> '{'7190', '12305', '95398', '24746'}", 0.021390, 0.862745, 38.164875
"{'24746'}' -> '{'7190', '12305', '88631', '95398'}", 0.021390, 0.846154, 37.837793
"{'7190', '95398'}' -> '{'12305', '88631', '24746'}", 0.021390, 0.862745, 37.758865
"{'12305', '95398'}' -> '{'7190', '88631', '24746'}", 0.021390, 0.830189, 36.724691
"{'88631', '95398'}' -> '{'7190', '12305', '24746'}", 0.021390, 0.888889, 38.493567
"{'95398', '24746'}' -> '{'7190', '12305', '88631'}", 0.021390, 0.862745, 37.361404
"{'7190', '12305'}' -> '{'88631', '95398', '24746'}", 0.021390, 0.862745, 37.361404
"{'7190', '88631'}' -> '{'12305', '95398', '24746'}", 0.021390, 0.897959, 37.315193
"{'7190', '24746'}' -> '{'12305', '88631', '95398'}", 0.021390, 0.897959, 38.481293
"{'12305', '88631'}' -> '{'7190', '95398', '24746'}", 0.021390, 0.888889, 38.092593
"{'12305', '24746'}' -> '{'7190', '88631', '95398'}", 0.021390, 0.871287, 37.731318
"{'88631', '24746'}' -> '{'7190', '12305', '95398'}", 0.021390, 0.907216, 37.699885
"{'7190', '12305', '95398'}' -> '{'88631', '24746'}", 0.021390, 0.888889, 37.699885
"{'7190', '88631', '95398'}' -> '{'12305', '24746'}", 0.021390, 0.926316, 37.731318
"{'7190', '95398', '24746'}' -> '{'12305', '88631'}", 0.021390, 0.916667, 38.092593
"{'12305', '88631', '95398'}' -> '{'7190', '24746'}", 0.021390, 0.916667, 38.481293
"{'12305', '95398', '24746'}' -> '{'7190', '88631'}", 0.021390, 0.888889, 37.315193
"{'88631', '95398', '24746'}' -> '{'7190', '12305'}", 0.021390, 0.926316, 37.361404
"{'7190', '12305', '88631'}' -> '{'95398', '24746'}", 0.021390, 0.926316, 37.361404
"{'7190', '12305', '24746'}' -> '{'88631', '95398'}", 0.021390, 0.926316, 38.493567
"{'7190', '88631', '24746'}' -> '{'12305', '95398'}", 0.021390, 0.946237, 36.724691
"{'12305', '88631', '24746'}' -> '{'7190', '95398'}", 0.021390, 0.936170, 37.758865
"{'7190', '12305', '88631', '95398'}' -> '{'24746'}", 0.021390, 0.956522, 37.837793
"{'7190', '12305', '95398', '24746'}' -> '{'88631'}", 0.021390, 0.946237, 38.164875
"{'7190', '88631', '95398', '24746'}' -> '{'12305'}", 0.021390, 0.967033, 25.833595
"{'12305', '88631', '95398', '24746'}' -> '{'7190'}", 0.021390, 0.956522, 37.477433
"{'7190', '12305', '88631', '24746'}' -> '{'95398'}", 0.021390, 0.977778, 36.904383
"{'7190'}' -> '{'88631', '51657', '24746'}", 0.021877, 0.857143, 37.513678
"{'88631'}' -> '{'7190', '51657', '24746'}", 0.021877, 0.882353, 38.210526
"{'51657'}' -> '{'7190', '88631', '24746'}", 0.021877, 0.841121, 37.208321
"{'24746'}' -> '{'7190', '88631', '51657'}", 0.021877, 0.865385, 37.874386
"{'7190', '88631'}' -> '{'51657', '24746'}", 0.021877, 0.918367, 37.407557
"{'7190', '51657'}' -> '{'88631', '24746'}", 0.021877, 0.891089, 37.793202
"{'7190', '24746'}' -> '{'88631', '51657'}", 0.021877, 0.918367, 38.552686
"{'88631', '51657'}' -> '{'7190', '24746'}", 0.021877, 0.918367, 38.552686
"{'88631', '24746'}' -> '{'7190', '51657'}", 0.021877, 0.927835, 37.793202
"{'51657', '24746'}' -> '{'7190', '88631'}", 0.021877, 0.891089, 37.407557
"{'7190', '88631', '51657'}' -> '{'24746'}", 0.021877, 0.957447, 37.874386
"{'7190', '88631', '24746'}' -> '{'51657'}", 0.021877, 0.967742, 37.208321
"{'7190', '51657', '24746'}' -> '{'88631'}", 0.021877, 0.947368, 38.210526
"{'88631', '51657', '24746'}' -> '{'7190'}", 0.021877, 0.957447, 37.513678
"{'95398'}' -> '{'7190', '88631', '51657', '24746'}", 0.021390, 0.807339, 36.904383
"{'51657'}' -> '{'7190', '88631', '95398', '24746'}", 0.021390, 0.822430, 37.181062
"{'7190'}' -> '{'51657', '88631', '95398', '24746'}", 0.021390, 0.838095, 37.477433
"{'88631'}' -> '{'51657', '7190', '95398', '24746'}", 0.021390, 0.862745, 38.164875
"{'24746'}' -> '{'51657', '7190', '88631', '95398'}", 0.021390, 0.846154, 37.837793
"{'51657', '95398'}' -> '{'7190', '88631', '24746'}", 0.021390, 0.838095, 37.074450
"{'7190', '95398'}' -> '{'88631', '51657', '24746'}", 0.021390, 0.862745, 37.758865
"{'88631', '95398'}' -> '{'7190', '51657', '24746'}", 0.021390, 0.888889, 38.493567
"{'95398', '24746'}' -> '{'7190', '88631', '51657'}", 0.021390, 0.862745, 37.758865
"{'7190', '51657'}' -> '{'88631', '95398', '24746'}", 0.021390, 0.871287, 37.731318
"{'88631', '51657'}' -> '{'7190', '95398', '24746'}", 0.021390, 0.897959, 38.481293
"{'51657', '24746'}' -> '{'7190', '88631', '95398'}", 0.021390, 0.871287, 37.731318
"{'7190', '88631'}' -> '{'51657', '95398', '24746'}", 0.021390, 0.897959, 37.315193
"{'7190', '24746'}' -> '{'51657', '88631', '95398'}", 0.021390, 0.897959, 38.481293
"{'88631', '24746'}' -> '{'51657', '7190', '95398'}", 0.021390, 0.907216, 37.699885
"{'51657', '7190', '95398'}' -> '{'88631', '24746'}", 0.021390, 0.888889, 37.699885
"{'51657', '88631', '95398'}' -> '{'7190', '24746'}", 0.021390, 0.916667, 38.481293
"{'51657', '95398', '24746'}' -> '{'7190', '88631'}", 0.021390, 0.888889, 37.315193
"{'7190', '88631', '95398'}' -> '{'51657', '24746'}", 0.021390, 0.926316, 37.731318
"{'7190', '95398', '24746'}' -> '{'88631', '51657'}", 0.021390, 0.916667, 38.481293
"{'88631', '95398', '24746'}' -> '{'7190', '51657'}", 0.021390, 0.926316, 37.731318
"{'7190', '88631', '51657'}' -> '{'95398', '24746'}", 0.021390, 0.936170, 37.758865
"{'7190', '51657', '24746'}' -> '{'88631', '95398'}", 0.021390, 0.926316, 38.493567
"{'88631', '51657', '24746'}' -> '{'7190', '95398'}", 0.021390, 0.936170, 37.758865
"{'7190', '88631', '24746'}' -> '{'51657', '95398'}", 0.021390, 0.946237, 37.074450
"{'51657', '7190', '88631', '95398'}' -> '{'24746'}", 0.021390, 0.956522, 37.837793
"{'51657', '7190', '95398', '24746'}' -> '{'88631'}", 0.021390, 0.946237, 38.164875
"{'51657', '88631', '95398', '24746'}' -> '{'7190'}", 0.021390, 0.956522, 37.477433
"{'7190', '88631', '95398', '24746'}' -> '{'51657'}", 0.021390, 0.967033, 37.181062
"{'7190', '88631', '51657', '24746'}' -> '{'95398'}", 0.021390, 0.977778, 36.904383
"{'7190'}' -> '{'88631', '95398', '24746'}", 0.022120, 0.866667, 37.531228
"{'88631'}' -> '{'7190', '95398', '24746'}", 0.022120, 0.892157, 38.232639
"{'95398'}' -> '{'7190', '88631', '24746'}", 0.022120, 0.834862, 36.931439
"{'24746'}' -> '{'7190', '88631', '95398'}", 0.022120, 0.875000, 37.892105
"{'7190', '88631'}' -> '{'95398', '24746'}", 0.022120, 0.928571, 37.452381
"{'7190', '95398'}' -> '{'88631', '24746'}", 0.022120, 0.892157, 37.838488
"{'7190', '24746'}' -> '{'88631', '95398'}", 0.022120, 0.928571, 38.587302
"{'88631', '95398'}' -> '{'7190', '24746'}", 0.022120, 0.919192, 38.587302
"{'88631', '24746'}' -> '{'7190', '95398'}", 0.022120, 0.938144, 37.838488
"{'95398', '24746'}' -> '{'7190', '88631'}", 0.022120, 0.892157, 37.452381
"{'7190', '88631', '95398'}' -> '{'24746'}", 0.022120, 0.957895, 37.892105
"{'7190', '88631', '24746'}' -> '{'95398'}", 0.022120, 0.978495, 36.931439
"{'7190', '95398', '24746'}' -> '{'88631'}", 0.022120, 0.947917, 38.232639
"{'88631', '95398', '24746'}' -> '{'7190'}", 0.022120, 0.957895, 37.531228
"{'88631'}' -> '{'51657', '24746'}", 0.022849, 0.921569, 37.537954
"{'51657'}' -> '{'88631', '24746'}", 0.022849, 0.878505, 37.259466
"{'24746'}' -> '{'88631', '51657'}", 0.022849, 0.903846, 37.943093
"{'88631', '51657'}' -> '{'24746'}", 0.022849, 0.959184, 37.943093
"{'88631', '24746'}' -> '{'51657'}", 0.022849, 0.969072, 37.259466
"{'51657', '24746'}' -> '{'88631'}", 0.022849, 0.930693, 37.537954
"{'95398'}' -> '{'88631', '51657', '24746'}", 0.022363, 0.844037, 36.940074
"{'88631'}' -> '{'51657', '95398', '24746'}", 0.022363, 0.901961, 37.481481
"{'51657'}' -> '{'88631', '95398', '24746'}", 0.022363, 0.859813, 37.234432
"{'24746'}' -> '{'51657', '88631', '95398'}", 0.022363, 0.884615, 37.909455
"{'88631', '95398'}' -> '{'51657', '24746'}", 0.022363, 0.929293, 37.852585
"{'51657', '95398'}' -> '{'88631', '24746'}", 0.022363, 0.876190, 37.161316
"{'95398', '24746'}' -> '{'88631', '51657'}", 0.022363, 0.901961, 37.863946
"{'88631', '51657'}' -> '{'95398', '24746'}", 0.022363, 0.938776, 37.863946
"{'88631', '24746'}' -> '{'51657', '95398'}", 0.022363, 0.948454, 37.161316
"{'51657', '24746'}' -> '{'88631', '95398'}", 0.022363, 0.910891, 37.852585
"{'51657', '88631', '95398'}' -> '{'24746'}", 0.022363, 0.958333, 37.909455
"{'88631', '95398', '24746'}' -> '{'51657'}", 0.022363, 0.968421, 37.234432
"{'51657', '95398', '24746'}' -> '{'88631'}", 0.022363, 0.929293, 37.481481
"{'88631', '51657', '24746'}' -> '{'95398'}", 0.022363, 0.978723, 36.940074
"{'12305'}' -> '{'88631', '24746'}", 0.022849, 0.610390, 25.888071
"{'88631'}' -> '{'12305', '24746'}", 0.022849, 0.921569, 37.537954
"{'24746'}' -> '{'12305', '88631'}", 0.022849, 0.903846, 37.559829
"{'12305', '88631'}' -> '{'24746'}", 0.022849, 0.949495, 37.559829
"{'12305', '24746'}' -> '{'88631'}", 0.022849, 0.930693, 37.537954
"{'88631', '24746'}' -> '{'12305'}", 0.022849, 0.969072, 25.888071
"{'12305'}' -> '{'88631', '51657', '24746'}", 0.022120, 0.590909, 25.861702
"{'88631'}' -> '{'12305', '51657', '24746'}", 0.022120, 0.892157, 37.452381
"{'51657'}' -> '{'12305', '88631', '24746'}", 0.022120, 0.850467, 37.221515
"{'24746'}' -> '{'12305', '88631', '51657'}", 0.022120, 0.875000, 37.892105
"{'12305', '88631'}' -> '{'51657', '24746'}", 0.022120, 0.919192, 37.441144
"{'12305', '51657'}' -> '{'88631', '24746'}", 0.022120, 0.875000, 37.110825
"{'12305', '24746'}' -> '{'88631', '51657'}", 0.022120, 0.900990, 37.823197
"{'88631', '51657'}' -> '{'12305', '24746'}", 0.022120, 0.928571, 37.823197
"{'88631', '24746'}' -> '{'12305', '51657'}", 0.022120, 0.938144, 37.110825
"{'51657', '24746'}' -> '{'12305', '88631'}", 0.022120, 0.900990, 37.441144
"{'12305', '88631', '51657'}' -> '{'24746'}", 0.022120, 0.957895, 37.892105
"{'12305', '88631', '24746'}' -> '{'51657'}", 0.022120, 0.968085, 37.221515
"{'12305', '51657', '24746'}' -> '{'88631'}", 0.022120, 0.928571, 37.452381
"{'88631', '51657', '24746'}' -> '{'12305'}", 0.022120, 0.968085, 25.861702
"{'95398'}' -> '{'12305', '88631', '51657', '24746'}", 0.021633, 0.816514, 36.913600
"{'51657'}' -> '{'12305', '88631', '95398', '24746'}", 0.021633, 0.831776, 37.194839
"{'12305'}' -> '{'51657', '88631', '95398', '24746'}", 0.021633, 0.577922, 25.843168
"{'88631'}' -> '{'51657', '12305', '95398', '24746'}", 0.021633, 0.872549, 37.392361
"{'24746'}' -> '{'51657', '12305', '88631', '95398'}", 0.021633, 0.855769, 37.856286
"{'51657', '95398'}' -> '{'12305', '88631', '24746'}", 0.021633, 0.847619, 37.096859
"{'12305', '95398'}' -> '{'88631', '51657', '24746'}", 0.021633, 0.839623, 36.746889
"{'88631', '95398'}' -> '{'12305', '51657', '24746'}", 0.021633, 0.898990, 37.739229
"{'95398', '24746'}' -> '{'12305', '88631', '51657'}", 0.021633, 0.872549, 37.785965
"{'12305', '51657'}' -> '{'88631', '95398', '24746'}", 0.021633, 0.855769, 37.059312
"{'88631', '51657'}' -> '{'12305', '95398', '24746'}", 0.021633, 0.908163, 37.739229
"{'51657', '24746'}' -> '{'12305', '88631', '95398'}", 0.021633, 0.881188, 37.762583
"{'12305', '88631'}' -> '{'51657', '95398', '24746'}", 0.021633, 0.898990, 37.358025
"{'12305', '24746'}' -> '{'51657', '88631', '95398'}", 0.021633, 0.881188, 37.762583
"{'88631', '24746'}' -> '{'51657', '12305', '95398'}", 0.021633, 0.917526, 37.006873
"{'51657', '12305', '95398'}' -> '{'88631', '24746'}", 0.021633, 0.872549, 37.006873
"{'51657', '88631', '95398'}' -> '{'12305', '24746'}", 0.021633, 0.927083, 37.762583
"{'51657', '95398', '24746'}' -> '{'12305', '88631'}", 0.021633, 0.898990, 37.358025
"{'12305', '88631', '95398'}' -> '{'51657', '24746'}", 0.021633, 0.927083, 37.762583
"{'12305', '95398', '24746'}' -> '{'88631', '51657'}", 0.021633, 0.898990, 37.739229
"{'88631', '95398', '24746'}' -> '{'12305', '51657'}", 0.021633, 0.936842, 37.059312
"{'12305', '88631', '51657'}' -> '{'95398', '24746'}", 0.021633, 0.936842, 37.785965
"{'12305', '51657', '24746'}' -> '{'88631', '95398'}", 0.021633, 0.908163, 37.739229
"{'88631', '51657', '24746'}' -> '{'12305', '95398'}", 0.021633, 0.946809, 36.746889
"{'12305', '88631', '24746'}' -> '{'51657', '95398'}", 0.021633, 0.946809, 37.096859
"{'51657', '12305', '88631', '95398'}' -> '{'24746'}", 0.021633, 0.956989, 37.856286
"{'51657', '12305', '95398', '24746'}' -> '{'88631'}", 0.021633, 0.927083, 37.392361
"{'51657', '88631', '95398', '24746'}' -> '{'12305'}", 0.021633, 0.967391, 25.843168
"{'12305', '88631', '95398', '24746'}' -> '{'51657'}", 0.021633, 0.967391, 37.194839
"{'12305', '88631', '51657', '24746'}' -> '{'95398'}", 0.021633, 0.978022, 36.913600
"{'12305'}' -> '{'88631', '95398', '24746'}", 0.022363, 0.597403, 25.870677
"{'88631'}' -> '{'12305', '95398', '24746'}", 0.022363, 0.901961, 37.481481
"{'95398'}' -> '{'12305', '88631', '24746'}", 0.022363, 0.844037, 36.940074
"{'24746'}' -> '{'12305', '88631', '95398'}", 0.022363, 0.884615, 37.909455
"{'12305', '88631'}' -> '{'95398', '24746'}", 0.022363, 0.929293, 37.481481
"{'12305', '95398'}' -> '{'88631', '24746'}", 0.022363, 0.867925, 36.810737
"{'12305', '24746'}' -> '{'88631', '95398'}", 0.022363, 0.910891, 37.852585
"{'88631', '95398'}' -> '{'12305', '24746'}", 0.022363, 0.929293, 37.852585
"{'88631', '24746'}' -> '{'12305', '95398'}", 0.022363, 0.948454, 36.810737
"{'95398', '24746'}' -> '{'12305', '88631'}", 0.022363, 0.901961, 37.481481
"{'12305', '88631', '95398'}' -> '{'24746'}", 0.022363, 0.958333, 37.909455
"{'12305', '88631', '24746'}' -> '{'95398'}", 0.022363, 0.978723, 36.940074
"{'12305', '95398', '24746'}' -> '{'88631'}", 0.022363, 0.929293, 37.481481
"{'88631', '95398', '24746'}' -> '{'12305'}", 0.022363, 0.968421, 25.870677
"{'88631'}' -> '{'95398', '24746'}", 0.023092, 0.931373, 37.565359
"{'95398'}' -> '{'88631', '24746'}", 0.023092, 0.871560, 36.964911
"{'24746'}' -> '{'88631', '95398'}", 0.023092, 0.913462, 37.959402
"{'88631', '95398'}' -> '{'24746'}", 0.023092, 0.959596, 37.959402
"{'88631', '24746'}' -> '{'95398'}", 0.023092, 0.979381, 36.964911
"{'95398', '24746'}' -> '{'88631'}", 0.023092, 0.931373, 37.565359
"{'7190'}' -> '{'88631'}", 0.023821, 0.933333, 37.644444
"{'88631'}' -> '{'7190'}", 0.023821, 0.960784, 37.644444
"{'7190'}' -> '{'88631', '51657'}", 0.022849, 0.895238, 37.581730
"{'88631'}' -> '{'7190', '51657'}", 0.022849, 0.921569, 37.537954
"{'51657'}' -> '{'7190', '88631'}", 0.022849, 0.878505, 36.879268
"{'7190', '88631'}' -> '{'51657'}", 0.022849, 0.959184, 36.879268
"{'7190', '51657'}' -> '{'88631'}", 0.022849, 0.930693, 37.537954
"{'88631', '51657'}' -> '{'7190'}", 0.022849, 0.959184, 37.581730
"{'7190'}' -> '{'12305', '88631', '51657'}", 0.022120, 0.866667, 37.531228
"{'12305'}' -> '{'7190', '88631', '51657'}", 0.022120, 0.590909, 25.861702
"{'88631'}' -> '{'7190', '12305', '51657'}", 0.022120, 0.892157, 37.452381
"{'51657'}' -> '{'7190', '12305', '88631'}", 0.022120, 0.850467, 36.829710
"{'7190', '12305'}' -> '{'88631', '51657'}", 0.022120, 0.892157, 37.452381
"{'7190', '88631'}' -> '{'12305', '51657'}", 0.022120, 0.928571, 36.732143
"{'7190', '51657'}' -> '{'12305', '88631'}", 0.022120, 0.900990, 37.441144
"{'12305', '88631'}' -> '{'7190', '51657'}", 0.022120, 0.919192, 37.441144
"{'12305', '51657'}' -> '{'7190', '88631'}", 0.022120, 0.875000, 36.732143
"{'88631', '51657'}' -> '{'7190', '12305'}", 0.022120, 0.928571, 37.452381
"{'7190', '12305', '88631'}' -> '{'51657'}", 0.022120, 0.957895, 36.829710
"{'7190', '12305', '51657'}' -> '{'88631'}", 0.022120, 0.928571, 37.452381
"{'7190', '88631', '51657'}' -> '{'12305'}", 0.022120, 0.968085, 25.861702
"{'12305', '88631', '51657'}' -> '{'7190'}", 0.022120, 0.957895, 37.531228
"{'95398'}' -> '{'7190', '12305', '88631', '51657'}", 0.021633, 0.816514, 36.913600
"{'51657'}' -> '{'7190', '12305', '88631', '95398'}", 0.021633, 0.831776, 37.194839
"{'7190'}' -> '{'51657', '12305', '88631', '95398'}", 0.021633, 0.847619, 37.495750
"{'12305'}' -> '{'51657', '7190', '88631', '95398'}", 0.021633, 0.577922, 25.843168
"{'88631'}' -> '{'51657', '12305', '7190', '95398'}", 0.021633, 0.872549, 37.392361
"{'51657', '95398'}' -> '{'7190', '12305', '88631'}", 0.021633, 0.847619, 36.706366
"{'7190', '95398'}' -> '{'12305', '88631', '51657'}", 0.021633, 0.872549, 37.785965
"{'12305', '95398'}' -> '{'7190', '88631', '51657'}", 0.021633, 0.839623, 36.746889
"{'88631', '95398'}' -> '{'7190', '12305', '51657'}", 0.021633, 0.898990, 37.739229
"{'7190', '51657'}' -> '{'12305', '88631', '95398'}", 0.021633, 0.881188, 37.762583
"{'12305', '51657'}' -> '{'7190', '88631', '95398'}", 0.021633, 0.855769, 37.059312
"{'88631', '51657'}' -> '{'7190', '12305', '95398'}", 0.021633, 0.908163, 37.739229
"{'7190', '12305'}' -> '{'51657', '88631', '95398'}", 0.021633, 0.872549, 37.392361
"{'7190', '88631'}' -> '{'51657', '12305', '95398'}", 0.021633, 0.908163, 36.629252
"{'12305', '88631'}' -> '{'51657', '7190', '95398'}", 0.021633, 0.898990, 37.358025
"{'51657', '7190', '95398'}' -> '{'12305', '88631'}", 0.021633, 0.898990, 37.358025
"{'51657', '12305', '95398'}' -> '{'7190', '88631'}", 0.021633, 0.872549, 36.629252
"{'51657', '88631', '95398'}' -> '{'7190', '12305'}", 0.021633, 0.927083, 37.392361
"{'7190', '12305', '95398'}' -> '{'88631', '51657'}", 0.021633, 0.898990, 37.739229
"{'7190', '88631', '95398'}' -> '{'12305', '51657'}", 0.021633, 0.936842, 37.059312
"{'12305', '88631', '95398'}' -> '{'7190', '51657'}", 0.021633, 0.927083, 37.762583
"{'7190', '12305', '51657'}' -> '{'88631', '95398'}", 0.021633, 0.908163, 37.739229
"{'7190', '88631', '51657'}' -> '{'12305', '95398'}", 0.021633, 0.946809, 36.746889
"{'12305', '88631', '51657'}' -> '{'7190', '95398'}", 0.021633, 0.936842, 37.785965
"{'7190', '12305', '88631'}' -> '{'51657', '95398'}", 0.021633, 0.936842, 36.706366
"{'51657', '12305', '7190', '95398'}' -> '{'88631'}", 0.021633, 0.927083, 37.392361
"{'51657', '7190', '88631', '95398'}' -> '{'12305'}", 0.021633, 0.967391, 25.843168
"{'51657', '12305', '88631', '95398'}' -> '{'7190'}", 0.021633, 0.956989, 37.495750
"{'7190', '12305', '88631', '95398'}' -> '{'51657'}", 0.021633, 0.967391, 37.194839
